Peptide	ControlCount	SampleCount	ControlZ	SampleZ
PV2_009376	83.78	20.58	1.87952	1.35334
PV2_009377	140.91	19.6	3.03377	-0.257554
PV2_009378	83.78	14.7	0.126701	-0.911179
PV2_009379	67.6	22.54	0.974912	1.44911
PV2_009380	187.56	22.54	2.16123	-0.267461
PV2_009381	32.85	16.66	-1.40497	1.19844
PV2_009382	98.54	11.76	2.36027	-0.96979
PV2_009383	15.23	3.92	1.32603	-0.834246
PV2_009384	153.28	24.5	2.22894	0.449331
PV2_009385	63.31	17.64	-1.43142	0.661875
PV2_009386	20.47	12.74	0.552141	0.82233
PV2_009387	207.08	33.33	-0.121764	0.0155162
PV2_009388	79.5	20.58	-0.295865	0.387709
PV2_009389	30.47	4.9	1.75455	-1.09383
PV2_009390	200.41	30.39	1.2764	-0.381844
PV2_009391	100.44	7.84	-0.34515	-1.65191
PV2_009392	161.38	28.43	-0.522039	0.0785857
PV2_009393	124.25	30.39	-0.0185582	0.910349
PV2_009394	50.94	3.92	0.415484	-2.20884
PV2_009395	355.12	39.21	2.33221	0.174214
PV2_009396	60.93	17.64	-0.713315	0.825641
PV2_009397	42.37	12.74	1.50251	0.413172
PV2_009398	152.33	31.37	-2.24658	0.63325
PV2_009399	3.33	2.94	-2.02318	-0.916974
PV2_009400	41.42	17.64	1.2497	1.63527
PV2_009401	2.86	2.94	-0.646491	-0.493861
PV2_009402	139	22.54	0.983282	0.499147
PV2_009403	21.9	13.72	-0.742609	1.20561
PV2_009404	25.71	15.68	0.260669	1.34261
PV2_009405	2.38	14.7	-3.25993	2.49391
PV2_009406	28.56	4.9	-0.717392	-1.26445
PV2_009407	18.09	7.84	-1.84439	-0.287695
PV2_009408	152.33	25.48	1.10566	0.646141
PV2_009409	24.75	20.58	-3.27871	1.43672
PV2_009410	122.34	14.7	-1.27759	-1.58189
PV2_009411	0.95	3.92	0.0651057	0.486456
PV2_009412	104.25	13.72	3.09494	-0.597328
PV2_009413	32.85	5.88	-0.862625	-0.960472
PV2_009414	99.49	21.56	-0.935392	0.25821
PV2_009415	119.49	19.6	-0.122957	-0.147934
PV2_009416	36.65	8.82	1.27452	-0.503769
PV2_009417	65.69	27.45	-1.55702	1.95264
PV2_009418	73.79	13.72	1.98171	-0.437653
PV2_009419	96.16	26.46	-0.238308	1.68146
PV2_009420	124.25	19.6	0.801113	-0.634198
PV2_009421	19.52	1.96	1.22387	-1.5108
PV2_009422	135.19	18.62	2.1769	-0.718322
PV2_009423	29.99	7.84	0.801964	-0.426144
PV2_009424	73.79	7.84	0.584866	-1.21465
PV2_009425	29.51	18.62	-3.58289	1.09426
PV2_009426	149.95	29.41	-1.11581	0.924156
PV2_009427	31.89	1.96	0.513666	-2.21675
PV2_009428	33.8	21.56	-1.14861	2.39118
PV2_009429	112.82	25.48	-0.961446	0.599535
PV2_009430	85.21	5.88	0.401562	-2.44451
PV2_009431	126.63	20.58	2.02166	-0.301723
PV2_009432	65.22	11.76	-1.69072	-0.633251
PV2_009433	99.02	17.64	0.790047	-0.346825
PV2_009434	48.08	14.7	-0.407322	0.569136
PV2_009435	61.88	9.8	0.553975	-1.01826
PV2_009436	8.57	8.82	-0.92962	0.296181
PV2_009437	115.68	29.41	-0.552641	1.32426
PV2_009438	48.56	12.74	1.86748	-0.188144
PV2_009439	85.69	10.78	-0.973934	-1.86508
PV2_009440	121.39	17.64	0.252236	-1.33778
PV2_009441	16.66	3.92	0.39951	-0.925288
PV2_009442	52.36	14.7	-2.86151	-0.455342
PV2_009443	91.88	15.68	2.5986	-0.160938
PV2_009444	219.45	17.64	0.954817	-2.07283
PV2_009445	13.81	8.82	1.86657	0.359552
PV2_009446	49.51	12.74	1.41834	0.484908
PV2_009447	22.37	9.8	-0.78762	-0.126349
PV2_009448	182.32	19.6	0.502728	-0.60656
PV2_009449	28.56	12.74	1.23755	0.781993
PV2_009450	64.74	19.6	2.84447	1.69358
PV2_009451	28.09	13.72	-0.939024	0.866961
PV2_009452	31.89	25.48	1.26404	3.81272
PV2_009453	46.18	8.82	-0.870746	-0.899342
PV2_009454	47.6	11.76	-0.677164	-0.319801
PV2_009455	12.38	2.94	1.06037	-1.23264
PV2_009456	398.44	52.93	-0.0215247	-1.96884
PV2_009457	59.98	9.8	3.52575	-0.701372
PV2_009458	46.65	31.37	-3.00496	2.98625
PV2_009459	83.31	16.66	0.42725	-0.00933109
PV2_009460	4.76	10.78	0.125322	1.21721
PV2_009461	122.34	18.62	-0.438352	-1.16377
PV2_009462	7.14	3.92	-1.03926	-0.658343
PV2_009463	104.25	17.64	-0.155805	-0.140891
PV2_009464	104.73	12.74	-0.562546	-1.90011
PV2_009465	58.08	22.54	-1.70482	1.76712
PV2_009466	1.43	6.86	-2.16843	0.602715
PV2_009467	49.03	15.68	-1.21643	0.735508
PV2_009468	103.78	21.56	-0.68527	-0.168689
PV2_009469	56.65	12.74	1.55733	-0.218675
PV2_009470	13.33	20.58	1.01336	3.07487
PV2_009471	217.55	30.39	0.477774	-0.850384
PV2_009472	119.49	26.46	-1.09904	1.04231
PV2_009473	64.74	23.52	0.141069	1.70281
PV2_009474	126.63	32.35	1.62922	2.66956
PV2_009475	32.37	21.56	-0.804136	2.7657
PV2_009476	18.57	5.88	0.832707	-0.522127
PV2_009477	20.95	7.84	1.78063	-0.140718
PV2_009478	16.19	3.92	0.180551	-0.94141
PV2_009479	45.22	12.74	1.02572	-0.323549
PV2_009480	3.81	1.96	0.442285	-0.905318
PV2_009481	171.37	19.6	0.110594	-1.63427
PV2_009482	178.51	38.23	0.536069	2.34186
PV2_009483	156.62	24.5	2.49157	0.319165
PV2_009484	90.45	23.52	1.51	1.53156
PV2_009485	55.22	10.78	-1.18759	-1.08115
PV2_009486	140.91	14.7	-0.384024	-1.42388
PV2_009487	136.62	15.68	1.91887	-0.522427
PV2_009488	55.22	11.76	1.63916	-0.0264307
PV2_009489	11.42	2.94	0.0855113	-0.95929
PV2_009490	299.43	22.54	0.292345	0.288193
PV2_009491	68.55	22.54	-1.54944	0.983269
PV2_009492	90.92	18.62	0.0417983	0.142588
PV2_009493	47.6	7.84	-0.959255	-1.31303
PV2_009494	23.33	6.86	1.7444	-0.613098
PV2_009495	10.47	4.9	-0.304084	-0.464794
PV2_009496	71.88	28.43	-0.555261	2.21001
PV2_009497	129.01	24.5	0.108208	1.06641
PV2_009498	358.46	59.79	0.443788	-0.295721
PV2_009499	23.33	5.88	3.12807	-0.44971
PV2_009500	221.83	48.03	0.983284	1.72587
PV2_009501	33.32	11.76	1.04177	0.273775
PV2_009502	116.63	20.58	0.0365208	-0.209757
PV2_009503	6.66	2.94	0.425687	-0.900316
PV2_009504	189.94	17.64	1.90637	-1.72839
PV2_009505	235.16	35.29	0.811928	1.58365
PV2_009506	37.13	10.78	-2.45637	-0.2256
PV2_009507	274.67	45.09	-0.587993	1.26555
PV2_009508	344.17	31.37	2.51198	0.363773
PV2_009509	87.59	11.76	1.94641	-1.24024
PV2_009510	122.34	36.27	1.09832	3.39035
PV2_009511	28.09	4.9	-2.30515	-1.4378
PV2_009512	117.11	21.56	0.863386	-0.184574
PV2_009513	37.13	9.8	2.75666	-0.119158
PV2_009514	126.63	20.58	2.65632	0.776445
PV2_009515	59.98	15.68	2.25576	0.497871
PV2_009516	127.1	18.62	4.09648	-0.175352
PV2_009517	68.07	18.62	1.4487	1.12008
PV2_009518	12.85	2.94	2.13148	-0.994261
PV2_009519	120.91	22.54	2.34309	0.602496
PV2_009520	69.98	16.66	1.61114	0.511978
PV2_009521	90.92	10.78	0.108494	-1.81915
PV2_009522	164.71	25.48	-0.0358154	-0.0517248
PV2_009523	78.07	11.76	3.02066	-0.456396
PV2_009524	80.93	14.7	1.64121	0.342354
PV2_009525	64.74	12.74	-0.762746	-0.301775
PV2_009526	40.94	11.76	-1.18881	-0.153137
PV2_009527	61.88	21.56	1.49366	1.53201
PV2_009528	177.09	46.07	4.65278	3.84166
PV2_009529	61.88	18.62	1.49366	0.89642
PV2_009530	59.03	11.76	-0.637825	-0.516273
PV2_009531	49.98	18.62	1.84491	1.58021
PV2_009532	107.11	23.52	3.27861	0.985159
PV2_009533	8.09	3.92	-0.427257	-0.631469
PV2_009534	5.71	4.9	-0.12332	-0.303426
PV2_009535	67.12	14.7	3.07911	0.287447
PV2_009536	83.31	10.78	0.133123	-1.55401
PV2_009537	51.41	13.72	2.47329	0.0258835
PV2_009538	102.35	32.35	1.01865	2.03237
PV2_009539	15.23	12.74	0.948545	1.10662
PV2_009540	64.26	18.62	0.975654	1.03726
PV2_009541	128.53	28.43	0.436401	0.591954
PV2_009542	202.79	39.21	1.84233	1.3074
PV2_009543	86.16	17.64	0.903761	0.338552
PV2_009544	30.94	13.72	-1.64592	0.683388
PV2_009545	73.79	22.54	0.160064	1.59973
PV2_009546	71.41	10.78	-0.219242	-1.31063
PV2_009547	120.44	23.52	3.66992	1.24287
PV2_009548	49.03	8.82	1.75239	-0.52743
PV2_009549	59.98	11.76	1.65169	-0.428321
PV2_009550	49.03	13.72	1.80829	0.644986
PV2_009551	119.96	12.74	-0.866519	-0.878034
PV2_009552	113.3	14.7	3.51399	-0.409038
PV2_009553	145.67	34.31	-1.51708	1.61046
PV2_009554	149	21.56	1.85836	0.0909744
PV2_009555	211.36	42.15	2.86991	2.13135
PV2_009556	103.78	15.68	2.69678	-0.724003
PV2_009557	115.68	18.62	3.55942	-0.031938
PV2_009558	80.45	28.43	0.801865	2.26656
PV2_009559	69.03	22.54	0.669947	1.30211
PV2_009560	82.83	15.68	2.4784	0.128375
PV2_009561	56.65	18.62	3.04001	1.47403
PV2_009562	72.36	11.76	2.24906	-0.218988
PV2_009563	280.86	34.31	3.06784	-0.250544
PV2_009564	55.7	16.66	0.730706	0.60377
PV2_009565	215.17	59.79	4.0284	4.12111
PV2_009566	159.95	16.66	3.28775	-0.243277
PV2_009567	87.59	17.64	3.99066	0.744799
PV2_009568	120.44	22.54	0.778343	0.620007
PV2_009569	97.11	25.48	1.86449	1.16477
PV2_009570	60.93	14.7	4.00379	0.751158
PV2_009571	115.68	36.27	0.286991	3.37123
PV2_009572	36.18	8.82	-0.15368	-0.315454
PV2_009573	73.79	18.62	-0.772376	0.395272
PV2_009574	138.05	17.64	2.51965	-0.905688
PV2_009575	56.65	28.43	1.21368	3.67233
PV2_009576	69.03	10.78	3.31962	-0.77466
PV2_009577	51.41	10.78	2.97348	-0.229452
PV2_009578	88.54	28.43	2.17218	2.4603
PV2_009579	56.17	23.52	-1.43407	2.13466
PV2_009580	4.76	5.88	0.58841	0.141893
PV2_009581	84.73	16.66	-0.305671	-0.0199029
PV2_009582	39.99	11.76	1.14857	0.392804
PV2_009583	42.37	9.8	0.721756	-0.655509
PV2_009584	151.38	15.68	5.40767	-0.436742
PV2_009585	101.4	18.62	1.95486	0.42339
PV2_009586	54.27	18.62	2.44258	1.91725
PV2_009587	107.11	25.48	0.601523	0.903029
PV2_009588	33.8	4.9	1.51057	-1.10526
PV2_009589	57.12	3.92	1.54782	-2.2569
PV2_009590	161.38	21.56	0.538073	0.782262
PV2_009591	138.05	42.15	-2.74077	1.88845
PV2_009592	126.63	16.66	2.77761	-0.691604
PV2_009593	202.32	32.35	1.23537	-0.436086
PV2_009594	26.18	8.82	0.246387	-0.403109
PV2_009595	95.68	8.82	0.96087	-1.88735
PV2_009596	139.95	25.48	1.63095	0.0612964
PV2_009597	230.88	20.58	1.66995	-2.09964
PV2_009598	62.36	11.76	-0.049648	-0.447118
PV2_009599	37.13	14.7	5.53408	1.0009
PV2_009600	94.73	7.84	3.38592	-1.24307
PV2_009601	247.54	21.56	4.43731	0.0986212
PV2_009602	35.7	8.82	0.828489	-0.674483
PV2_009603	159.95	25.48	4.86016	0.142033
PV2_009604	85.21	10.78	3.10501	-0.577662
PV2_009605	91.88	14.7	1.12339	-0.973571
PV2_009606	63.79	25.48	0.36068	2.09886
PV2_009607	48.56	2.94	0.244207	-2.09961
PV2_009608	56.17	18.62	1.00055	1.26643
PV2_009609	95.68	18.62	0.457754	-0.0788985
PV2_009610	85.69	24.5	2.17218	2.22995
PV2_009611	61.41	6.86	0.700436	-1.37219
PV2_009612	138.05	29.41	2.69102	1.61802
PV2_009613	126.63	23.52	2.61058	0.200142
PV2_009614	75.69	12.74	0.0421197	-0.831667
PV2_009615	231.83	16.66	0.314611	-0.250544
PV2_009616	67.12	13.72	2.82998	0.321358
PV2_009617	55.7	5.88	0.955574	-1.61973
PV2_009618	107.58	23.52	-0.29606	0.127162
PV2_009619	12.38	5.88	-0.443164	-0.41681
PV2_009620	23.33	4.9	-1.82467	-1.4336
PV2_009621	72.83	12.74	0.603189	-0.98769
PV2_009622	65.22	27.45	3.30055	3.12375
PV2_009623	34.75	11.76	-0.450193	0.0389055
PV2_009624	60.93	14.7	0.293243	-0.058566
PV2_009625	161.85	30.39	5.45458	1.6639
PV2_009626	9.04	0	-1.57237	-1.89038
PV2_009627	151.86	15.68	2.09607	-0.945527
PV2_009628	131.39	16.66	-0.125353	-0.937492
PV2_009629	18.09	4.9	0.580572	-0.930662
PV2_009630	55.7	5.88	2.78364	-1.48976
PV2_009631	124.72	28.43	0.47926	1.22723
PV2_009632	79.5	16.66	3.63127	0.876172
PV2_009633	49.98	19.6	1.4679	2.04682
PV2_009634	149.95	18.62	3.71208	-1.08923
PV2_009635	55.22	8.82	1.0201	-0.75388
PV2_009636	101.4	9.8	2.03102	-1.23144
PV2_009637	30.94	1.96	1.12116	-1.84565
PV2_009638	93.78	23.52	2.78701	1.23706
PV2_009639	72.83	15.68	1.80404	-0.0482212
PV2_009640	142.33	33.33	1.51006	0.722345
PV2_009641	62.84	8.82	0.377601	-1.15196
PV2_009642	109.96	22.54	2.94619	0.983023
PV2_009643	49.51	8.82	1.74468	-0.644898
PV2_009644	108.54	15.68	0.0615916	-1.01256
PV2_009645	14.28	10.78	-2.84421	0.315995
PV2_009646	144.24	27.45	-0.136236	0.279501
PV2_009647	115.2	33.33	2.68718	2.4414
PV2_009648	156.14	15.68	3.27386	-1.61103
PV2_009649	60.93	25.48	-0.846045	2.35612
PV2_009650	0.48	1.96	-3.01068	-0.868856
PV2_009651	81.4	23.52	3.7398	2.18008
PV2_009652	47.6	17.64	1.76332	0.984638
PV2_009653	59.98	15.68	0.125859	0.143356
PV2_009654	104.25	19.6	4.77215	0.958244
PV2_009655	78.07	13.72	1.20223	0.0714788
PV2_009656	86.64	17.64	-0.140005	0.0422785
PV2_009657	168.99	42.15	2.51569	2.69333
PV2_009658	88.07	15.68	-0.121301	-0.609623
PV2_009659	92.35	31.37	2.54499	2.74036
PV2_009660	187.08	35.29	1.44093	0.495579
PV2_009661	46.65	12.74	-0.714316	0.0819521
PV2_009662	42.37	6.86	2.62094	-1.21173
PV2_009663	105.68	9.8	2.9665	-1.79979
PV2_009664	32.37	8.82	1.51028	-0.195291
PV2_009665	22.85	4.9	0.698835	-1.03592
PV2_009666	64.74	12.74	2.3101	-0.00292545
PV2_009667	139	21.56	4.16759	0.0359164
PV2_009668	48.56	10.78	1.08381	-0.134673
PV2_009669	63.31	17.64	1.92778	0.900744
PV2_009670	23.8	0.98	2.12849	-1.8297
PV2_009671	190.41	41.17	2.59955	2.72099
PV2_009672	79.02	8.82	0.691579	-1.41856
PV2_009673	85.21	12.74	-0.503401	-1.19934
PV2_009674	95.68	13.72	1.66284	-1.08512
PV2_009675	39.04	17.64	-0.42384	1.17359
PV2_009676	95.21	15.68	3.2341	-0.0564939
PV2_009677	324.66	61.75	2.26284	1.75285
PV2_009678	18.09	20.58	0.210577	2.97447
PV2_009679	127.58	13.72	2.47866	-1.0761
PV2_009680	134.72	18.62	1.90845	-1.05673
PV2_009681	82.35	16.66	-0.464656	0.218794
PV2_009682	101.87	10.78	-0.294891	-1.26671
PV2_009683	103.78	18.62	2.69678	-0.168147
PV2_009684	43.8	7.84	0.813159	-1.30196
PV2_009685	196.6	37.25	-1.43816	-0.0984181
PV2_009686	183.27	51.95	2.51008	5.17228
PV2_009687	65.22	20.58	0.578961	1.04927
PV2_009688	147.57	37.25	2.86725	2.39619
PV2_009689	136.62	32.35	2.53643	2.20688
PV2_009690	137.57	22.54	2.38782	-0.0873952
PV2_009691	136.15	16.66	4.10218	-0.392713
PV2_009692	62.36	19.6	0.238849	1.02428
PV2_009693	58.55	11.76	1.24533	-0.165067
PV2_009694	78.07	3.92	-0.203389	-2.35565
PV2_009695	133.29	20.58	3.28046	0.514349
PV2_009696	40.94	12.74	1.39898	0.667775
PV2_009697	74.26	10.78	-2.22062	-1.71325
PV2_009698	14.76	1.96	0.837783	-1.47388
PV2_009699	129.96	23.52	1.65798	0.388668
PV2_009700	156.14	49.99	1.93206	3.62633
PV2_009701	45.22	3.92	-1.24422	-2.25006
PV2_009702	86.64	20.58	1.80209	0.80031
PV2_009703	123.29	22.54	0.180349	0.140137
PV2_009704	40.46	16.66	0.731927	1.45715
PV2_009705	57.12	18.62	-0.59028	0.888915
PV2_009706	50.46	9.8	2.00104	-0.337675
PV2_009707	73.31	27.45	1.79181	2.85404
PV2_009708	127.1	28.43	-0.941259	0.380231
PV2_009709	61.41	14.7	1.55261	0.224073
PV2_009710	211.36	15.68	-0.208891	-3.05937
PV2_009711	22.37	14.7	1.77612	1.44078
PV2_009712	147.1	26.46	4.28796	0.651353
PV2_009713	25.71	9.8	-1.74521	-0.250209
PV2_009714	426.53	40.19	2.29521	-1.99169
PV2_009715	12.38	9.8	-0.725399	0.324919
PV2_009716	26.18	3.92	1.71053	-1.37729
PV2_009717	126.15	15.68	-0.165816	-1.81117
PV2_009718	173.75	21.56	-0.0102031	-0.0215245
PV2_009719	81.4	19.6	-1.10194	0.0422785
PV2_009720	69.5	9.8	-2.08791	-1.01681
PV2_009721	7.14	0	0.808548	-1.70265
PV2_009722	203.74	41.17	-1.72027	2.32101
PV2_009723	82.83	9.8	1.53391	-1.27223
PV2_009724	54.27	13.72	2.42511	0.181893
PV2_009725	319.42	21.56	0.72182	-0.125057
PV2_009726	216.12	24.5	3.3666	-0.0124842
PV2_009727	163.76	10.78	-0.13071	-2.19461
PV2_009728	38.08	13.72	-0.824265	0.850061
PV2_009729	173.28	9.8	1.02339	-1.86449
PV2_009730	86.16	15.68	-1.55821	-0.302389
PV2_009731	84.73	10.78	-0.344415	-1.25751
PV2_009732	293.24	44.11	0.246103	1.10951
PV2_009733	76.17	3.92	0.210612	-2.4305
PV2_009734	315.14	40.19	-0.361406	0.00233119
PV2_009735	248.97	56.85	-2.37196	-0.913549
PV2_009736	60.46	17.64	1.69862	0.873914
PV2_009737	259.92	40.19	0.0155183	-0.947662
PV2_009738	59.98	11.76	-0.00989003	-0.420993
PV2_009739	40.46	8.82	1.0643	-0.561958
PV2_009740	46.65	6.86	0.474628	-1.30316
PV2_009741	89.97	8.82	-0.216259	-1.83114
PV2_009742	96.16	17.64	-0.272182	0.185362
PV2_009743	65.69	8.82	-1.69714	-1.28742
PV2_009744	112.82	29.41	1.16803	1.4072
PV2_009745	93.3	17.64	2.92639	0.361607
PV2_009746	24.28	0.98	2.85556	-1.86279
PV2_009747	139	34.31	1.64084	1.55775
PV2_009748	120.91	5.88	0.174855	-2.03253
PV2_009749	16.19	1.96	-0.303684	-1.77434
PV2_009750	55.22	14.7	3.48722	0.44957
PV2_009751	137.1	16.66	0.557682	-0.797685
PV2_009752	39.99	17.64	-2.14761	1.05632
PV2_009753	110.44	19.6	-0.903202	0.147718
PV2_009754	237.07	35.29	0.29356	0.899657
PV2_009755	71.41	16.66	-0.723753	-0.207733
PV2_009756	23.33	0.98	-2.39348	-2.45442
PV2_009757	85.21	10.78	1.34257	-1.41466
PV2_009758	109.01	18.62	3.43788	-0.0660511
PV2_009759	57.12	23.52	-0.336057	1.91981
PV2_009760	152.81	22.54	1.69953	-0.609668
PV2_009761	411.3	38.23	0.184832	-2.69995
PV2_009762	57.12	6.86	-1.15709	-1.78345
PV2_009763	54.27	15.68	1.33086	0.683561
PV2_009764	77.59	15.68	0.670135	0.170527
PV2_009765	17.61	4.9	-0.294	-0.833624
PV2_009766	172.33	16.66	0.515479	-1.54885
PV2_009767	26.18	7.84	-1.09888	-0.786645
PV2_009768	177.56	32.35	0.726055	0.303009
PV2_009769	13.33	2.94	0.393925	-1.12679
PV2_009770	89.97	11.76	2.51082	-0.881918
PV2_009771	53.79	16.66	0.157329	0.606727
PV2_009772	335.13	34.31	1.77152	0.338478
PV2_009773	57.12	11.76	1.01487	-0.132639
PV2_009774	14.28	5.88	-1.65599	-0.687845
PV2_009775	280.86	28.43	1.91269	-1.91593
PV2_009776	98.54	12.74	1.22807	-1.27356
PV2_009777	58.08	16.66	-0.509059	0.380779
PV2_009778	63.79	16.66	-2.07604	-0.00365909
PV2_009779	56.65	10.78	-1.57298	-0.961378
PV2_009780	39.51	13.72	0.676646	0.517559
PV2_009781	219.45	39.21	0.387197	-0.0635676
PV2_009782	28.09	8.82	0.25173	-0.163364
PV2_009783	150.43	22.54	0.0555053	-1.02585
PV2_009784	44.75	3.92	-0.444708	-1.84401
PV2_009785	84.73	23.52	2.75775	1.82769
PV2_009786	356.55	21.56	2.6218	-0.254579
PV2_009787	67.6	7.84	-1.14651	-1.72272
PV2_009788	163.76	28.43	0.516383	1.39762
PV2_009789	38.56	4.9	-1.74261	-1.76755
PV2_009790	65.69	10.78	0.617879	-1.04159
PV2_009791	185.65	25.48	1.89281	0.006191
PV2_009792	36.65	7.84	-0.709121	-0.834653
PV2_009793	245.16	41.17	1.22504	1.63526
PV2_009794	95.68	17.64	-0.332921	0.177151
PV2_009795	47.6	18.62	-0.75559	1.26394
PV2_009796	115.2	11.76	1.80929	-0.980642
PV2_009797	254.2	27.45	1.22066	-0.359879
PV2_009798	111.39	32.35	-1.22849	1.48801
PV2_009799	62.84	11.76	-0.830611	-1.04908
PV2_009800	301.33	42.15	-0.0654549	0.638663
PV2_009801	19.52	3.92	2.78632	-1.08216
PV2_009802	159.95	17.64	0.945379	-1.79194
PV2_009803	19.04	4.9	-3.5432	-1.43516
PV2_009804	241.35	19.6	0.330398	-0.810337
PV2_009805	30.47	10.78	-1.9659	-0.249574
PV2_009806	96.64	13.72	3.255	-0.747546
PV2_009807	14.76	3.92	-0.606857	-1.05426
PV2_009808	71.41	6.86	1.78035	-1.61845
PV2_009809	121.39	28.43	-0.733649	1.61921
PV2_009810	116.15	13.72	0.247443	-1.09497
PV2_009811	132.34	20.58	2.24521	0.31028
PV2_009812	25.23	6.86	-0.532581	-0.575953
PV2_009813	100.44	15.68	0.569697	-1.28457
PV2_009814	136.15	42.15	-0.449904	3.07567
PV2_009815	165.66	53.91	-1.94566	2.27729
PV2_009816	243.73	33.33	1.84077	1.68862
PV2_009817	8.09	1.96	0.642816	-1.0906
PV2_009818	94.73	16.66	0.629539	-0.621659
PV2_009819	120.44	9.8	0.126402	-2.85583
PV2_009820	100.92	14.7	-0.394828	-1.25161
PV2_009821	231.35	34.31	-0.886144	0.137813
PV2_009822	46.18	10.78	-1.63006	-0.31267
PV2_009823	10.95	3.92	-0.764547	-0.940851
PV2_009824	73.31	16.66	-2.00616	-0.168207
PV2_009825	66.17	12.74	0.347812	-0.518307
PV2_009826	133.29	23.52	0.824326	-0.338971
PV2_009827	129.48	14.7	0.519921	-1.51703
PV2_009828	45.22	18.62	-1.22366	1.21422
PV2_009829	58.55	7.84	-0.1791	-1.14779
PV2_009830	203.27	22.54	-1.22422	-2.63312
PV2_009831	31.89	20.58	1.0026	2.39813
PV2_009832	14.76	6.86	-0.944275	-0.516951
PV2_009833	53.32	10.78	0.858901	-0.718946
PV2_009834	77.59	12.74	-0.271462	-0.697534
PV2_009835	203.74	40.19	-0.710087	0.468573
PV2_009836	140.91	26.46	-1.44749	1.27455
PV2_009837	44.75	3.92	1.88138	-1.41437
PV2_009838	116.15	17.64	0.350507	-0.179166
PV2_009839	38.08	7.84	-2.39203	-1.05173
PV2_009840	179.94	14.7	3.78511	-0.943109
PV2_009841	80.45	11.76	0.757444	-1.0403
PV2_009842	105.68	24.5	-0.306579	0.681137
PV2_009843	118.53	12.74	-1.41565	-1.49833
PV2_009844	167.56	17.64	3.83169	-0.466647
PV2_009845	136.15	23.52	0.918835	-0.642204
PV2_009846	105.2	24.5	-0.000354635	1.29667
PV2_009847	10.95	2.94	-2.07677	-1.33222
PV2_009848	116.15	32.35	-2.44499	1.63621
PV2_009849	59.98	13.72	-2.38876	-0.669834
PV2_009850	86.16	14.7	1.76533	-0.297424
PV2_009851	29.99	7.84	-1.36515	-0.71472
PV2_009852	42.37	10.78	0.662238	-0.502633
PV2_009853	35.23	15.68	3.82665	1.88313
PV2_009854	49.98	15.68	2.56469	0.860153
PV2_009855	152.81	26.46	-1.73707	0.706864
PV2_009856	150.43	27.45	1.01224	1.06271
PV2_009857	99.97	36.27	-1.85339	2.96017
PV2_009858	62.36	10.78	-1.08885	-0.711287
PV2_009859	196.6	35.29	-0.40126	1.24869
PV2_009860	87.11	9.8	1.9924	-1.48552
PV2_009861	157.09	20.58	1.02994	-0.841819
PV2_009862	106.63	12.74	-1.28414	-1.9037
PV2_009863	65.22	14.7	1.99567	-0.0634583
PV2_009864	112.34	23.52	-0.98782	0.337239
PV2_009865	56.17	12.74	0.625401	-0.188848
PV2_009866	304.19	27.45	1.33973	0.844679
PV2_009867	58.08	10.78	-1.12664	-1.14071
PV2_009868	9.04	3.92	-1.95653	-0.798778
PV2_009869	52.84	16.66	-1.77411	0.295288
PV2_009870	122.82	15.68	-0.380108	-1.60194
PV2_009871	88.54	23.52	-0.704094	0.308702
PV2_009872	106.63	19.6	1.47466	-0.318247
PV2_009873	21.9	5.88	0.0111718	-1.03137
PV2_009874	2.38	0.98	-1.22642	-1.39189
PV2_009875	68.07	13.72	-1.06686	-0.566495
PV2_009876	42.37	5.88	0.339478	-1.34293
PV2_009877	57.6	24.5	-1.7196	1.63035
PV2_009878	449.38	37.25	0.210265	-3.87692
PV2_009879	134.72	17.64	3.33072	-0.267968
PV2_009880	90.45	13.72	-0.32231	-1.20241
PV2_009881	47.6	4.9	-0.731915	-1.97068
PV2_009882	38.08	10.78	-0.680207	-0.461919
PV2_009883	79.5	23.52	-1.87772	0.14616
PV2_009884	92.35	18.62	-0.344699	-0.700489
PV2_009885	91.4	5.88	1.16706	-2.48799
PV2_009886	166.14	32.35	-0.255429	0.384091
PV2_009887	27.61	6.86	1.52713	-0.373422
PV2_009888	24.28	7.84	0.408805	-0.116241
PV2_009889	112.34	13.72	-0.324204	-1.2766
PV2_009890	138.53	25.48	-1.17655	-0.696304
PV2_009891	17.61	2.94	2.2186	-1.01641
PV2_009892	72.36	8.82	0.567691	-1.79459
PV2_009893	68.07	11.76	-0.162328	-1.24642
PV2_009894	140.91	13.72	0.427926	-2.08166
PV2_009895	1.43	1.96	-1.90825	-0.988139
PV2_009896	73.79	8.82	-0.146285	-1.4673
PV2_009897	23.8	6.86	-0.176356	-0.65385
PV2_009898	145.19	19.6	1.42341	-0.285059
PV2_009899	66.65	26.46	-0.630354	2.41978
PV2_009900	284.67	41.17	-0.564294	0.853822
PV2_009901	113.77	16.66	-1.06694	-1.02883
PV2_009902	178.99	19.6	0.84264	-1.56477
PV2_009903	7.14	6.86	-1.15413	0.0426985
PV2_009904	141.38	19.6	-2.56364	-1.57491
PV2_009905	7.14	11.76	1.01081	1.63994
PV2_009906	2.38	4.9	-0.203665	0.357702
PV2_009907	94.73	5.88	-0.288535	-1.53408
PV2_009908	110.44	10.78	1.2311	-1.17279
PV2_009909	88.54	12.74	-0.0905725	-1.24748
PV2_009910	16.19	19.6	-0.0352943	3.04177
PV2_009911	200.89	31.37	0.179299	1.05031
PV2_009912	22.37	3.92	0.306399	-1.39777
