* Barcode = NA
* Block Type = 384-Well Block
* Calibration ABY is expired  = No
* Calibration ABY performed on  = 07-11-2018 11:17:53 MST
* Calibration Background is expired  = No
* Calibration Background performed on  = 07-11-2018 09:36:34 MST
* Calibration CY5 is expired  = No
* Calibration CY5 performed on  = 07-11-2018 11:28:15 MST
* Calibration FAM is expired  = No
* Calibration FAM performed on  = 07-11-2018 10:40:32 MST
* Calibration JUN is expired  = No
* Calibration JUN performed on  = 07-11-2018 11:36:47 MST
* Calibration MUSTANGPUR is expired  = No
* Calibration MUSTANGPUR performed on  = 07-11-2018 11:02:57 MST
* Calibration NED is expired  = No
* Calibration NED performed on  = 07-11-2018 10:31:36 MST
* Calibration ROI is expired  = No
* Calibration ROI performed on  = 07-11-2018 09:24:21 MST
* Calibration ROX is expired  = No
* Calibration ROX performed on  = 07-11-2018 10:50:07 MST
* Calibration SYBR is expired  = No
* Calibration SYBR performed on  = 07-11-2018 10:20:52 MST
* Calibration TAMRA is expired  = No
* Calibration TAMRA performed on  = 07-11-2018 10:01:27 MST
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on  = 07-11-2018 09:50:57 MST
* Calibration VIC is expired  = No
* Calibration VIC performed on  = 07-11-2018 10:11:01 MST
* Chemistry = SYBR_GREEN
* Comment = NA
* Date Created = 10-10-2018 10:01:10 MST
* Experiment File Name = C:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\MH\MH 3-8.eds
* Experiment Name = MH 3-8
* Experiment Run End Time = 10-09-2018 19:42:07 MST
* Experiment Type = Standard Curve
* Instrument Name = 285881215
* Instrument Serial Number = 285881215
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Amp Score	Cq Conf	Tm1	Tm2	Tm3	Dyes	Quantity	Target	Task	MTP	AMPNC	HIGHSD
51	C3	53	73.603	2.880	0.221
51	C3	54	73.861	2.860	0.223
51	C3	55	74.120	2.829	0.225
51	C3	56	74.378	2.800	0.227
51	C3	57	74.637	2.765	0.229
51	C3	58	74.895	2.750	0.230
51	C3	59	75.154	2.719	0.232
51	C3	60	75.412	2.696	0.235
51	C3	61	75.671	2.666	0.240
51	C3	62	75.929	2.639	0.247
51	C3	63	76.188	2.617	0.257
51	C3	64	76.447	2.572	0.272
51	C3	65	76.705	2.558	0.291
51	C3	66	76.964	2.530	0.316
51	C3	67	77.222	2.484	0.349
51	C3	68	77.481	2.441	0.392
51	C3	69	77.739	2.403	0.446
51	C3	70	77.998	2.351	0.515
51	C3	71	78.256	2.303	0.603
51	C3	72	78.515	2.237	0.711
51	C3	73	78.773	2.153	0.842
51	C3	74	79.032	2.060	0.995
51	C3	75	79.290	1.944	1.164
51	C3	76	79.549	1.803	1.338
51	C3	77	79.807	1.653	1.500
51	C3	78	80.066	1.446	1.627
51	C3	79	80.324	1.174	1.696
51	C3	80	80.583	0.898	1.688
51	C3	81	80.841	0.633	1.598
51	C3	82	81.100	0.405	1.432
51	C3	83	81.358	0.237	1.213
51	C3	84	81.617	0.136	0.970
51	C3	85	81.875	0.089	0.732
51	C3	86	82.134	0.068	0.523
51	C3	87	82.392	0.057	0.356
51	C3	88	82.651	0.052	0.235
51	C3	89	82.909	0.047	0.155
51	C3	90	83.168	0.042	0.108
51	C3	91	83.426	0.037	0.083
51	C3	92	83.685	0.032	0.073
51	C3	93	83.943	0.024	0.070
51	C3	94	84.202	0.013	0.069
51	C3	95	84.460	0.002	0.067
51	C3	96	84.719	-0.010	0.064
51	C3	97	84.977	-0.019	0.057
51	C3	98	85.236	-0.025	0.049
51	C3	99	85.494	-0.027	0.039
51	C3	100	85.753	-0.030	0.030
51	C3	101	86.011	-0.031	0.022
51	C3	102	86.270	-0.032	0.016
51	C3	103	86.529	-0.032	0.011
51	C3	104	86.787	-0.033	0.007
51	C3	105	87.046	-0.033	0.005
51	C3	106	87.304	-0.033	0.004
51	C3	107	87.563	-0.033	0.003
51	C3	108	87.821	-0.034	0.003
51	C3	109	88.080	-0.034	0.003
51	C3	110	88.338	-0.035	0.003
51	C3	111	88.597	-0.035	0.003
51	C3	112	88.855	-0.035	0.003
51	C3	113	89.114	-0.035	0.003
51	C3	114	89.372	-0.036	0.002
51	C3	115	89.631	-0.036	0.002
51	C3	116	89.889	-0.036	0.002
51	C3	117	90.148	-0.037	0.002
51	C3	118	90.406	-0.037	0.002
51	C3	119	90.665	-0.038	0.002
51	C3	120	90.923	-0.037	0.002
51	C3	121	91.182	-0.037	0.002
51	C3	122	91.440	-0.038	0.002
51	C3	123	91.699	-0.038	0.002
51	C3	124	91.957	-0.038	0.002
51	C3	125	92.216	-0.039	0.002
51	C3	126	92.474	-0.038	0.002
51	C3	127	92.733	-0.039	0.002
51	C3	128	92.991	-0.039	0.002
51	C3	129	93.250	-0.039	0.001
51	C3	130	93.508	-0.039	0.001
51	C3	131	93.767	-0.039	0.001
51	C3	132	94.025	-0.040	0.001
51	C3	133	94.284	-0.039	0.001
51	C3	134	94.542	-0.040	0.000
51	C3	135	94.801	-0.039	0.000
52	C4	1	60.160	4.352	0.225
52	C4	2	60.419	4.320	0.228
52	C4	3	60.677	4.293	0.231
52	C4	4	60.936	4.270	0.232
52	C4	5	61.194	4.238	0.232
52	C4	6	61.453	4.208	0.230
52	C4	7	61.711	4.186	0.227
52	C4	8	61.970	4.163	0.223
52	C4	9	62.228	4.132	0.221
52	C4	10	62.487	4.105	0.219
52	C4	11	62.745	4.090	0.218
52	C4	12	63.004	4.058	0.218
52	C4	13	63.262	4.034	0.219
52	C4	14	63.521	4.011	0.222
52	C4	15	63.779	3.988	0.225
52	C4	16	64.038	3.958	0.228
52	C4	17	64.296	3.926	0.231
52	C4	18	64.555	3.915	0.233
52	C4	19	64.813	3.875	0.234
52	C4	20	65.072	3.839	0.234
52	C4	21	65.330	3.818	0.233
52	C4	22	65.589	3.804	0.232
52	C4	23	65.847	3.762	0.232
52	C4	24	66.106	3.741	0.232
52	C4	25	66.365	3.716	0.233
52	C4	26	66.623	3.690	0.233
52	C4	27	66.882	3.661	0.234
52	C4	28	67.140	3.630	0.233
52	C4	29	67.399	3.606	0.231
52	C4	30	67.657	3.578	0.229
52	C4	31	67.916	3.544	0.227
52	C4	32	68.174	3.521	0.225
52	C4	33	68.433	3.507	0.224
52	C4	34	68.691	3.472	0.225
52	C4	35	68.950	3.457	0.226
52	C4	36	69.208	3.422	0.227
52	C4	37	69.467	3.392	0.228
52	C4	38	69.725	3.362	0.228
52	C4	39	69.984	3.345	0.228
52	C4	40	70.242	3.311	0.228
52	C4	41	70.501	3.295	0.228
52	C4	42	70.759	3.261	0.227
52	C4	43	71.018	3.233	0.227
52	C4	44	71.276	3.202	0.227
52	C4	45	71.535	3.179	0.226
52	C4	46	71.793	3.157	0.226
52	C4	47	72.052	3.135	0.226
52	C4	48	72.310	3.103	0.227
52	C4	49	72.569	3.068	0.227
52	C4	50	72.827	3.047	0.227
52	C4	51	73.086	3.021	0.227
52	C4	52	73.344	2.999	0.227
52	C4	53	73.603	2.975	0.228
52	C4	54	73.861	2.941	0.228
52	C4	55	74.120	2.916	0.229
52	C4	56	74.378	2.884	0.230
52	C4	57	74.637	2.860	0.231
52	C4	58	74.895	2.841	0.234
52	C4	59	75.154	2.806	0.238
52	C4	60	75.412	2.784	0.244
52	C4	61	75.671	2.753	0.252
52	C4	62	75.929	2.730	0.263
52	C4	63	76.188	2.692	0.275
52	C4	64	76.447	2.660	0.289
52	C4	65	76.705	2.627	0.308
52	C4	66	76.964	2.596	0.331
52	C4	67	77.222	2.556	0.362
52	C4	68	77.481	2.512	0.404
52	C4	69	77.739	2.478	0.459
52	C4	70	77.998	2.423	0.531
52	C4	71	78.256	2.368	0.622
52	C4	72	78.515	2.298	0.737
52	C4	73	78.773	2.218	0.875
52	C4	74	79.032	2.117	1.036
52	C4	75	79.290	2.003	1.214
52	C4	76	79.549	1.848	1.396
52	C4	77	79.807	1.691	1.563
52	C4	78	80.066	1.454	1.692
52	C4	79	80.324	1.189	1.757
52	C4	80	80.583	0.897	1.743
52	C4	81	80.841	0.619	1.642
52	C4	82	81.100	0.388	1.466
52	C4	83	81.358	0.218	1.236
52	C4	84	81.617	0.119	0.983
52	C4	85	81.875	0.072	0.738
52	C4	86	82.134	0.052	0.524
52	C4	87	82.392	0.042	0.354
52	C4	88	82.651	0.036	0.232
52	C4	89	82.909	0.033	0.152
52	C4	90	83.168	0.027	0.105
52	C4	91	83.426	0.023	0.080
52	C4	92	83.685	0.018	0.070
52	C4	93	83.943	0.010	0.067
52	C4	94	84.202	0.001	0.066
52	C4	95	84.460	-0.012	0.065
52	C4	96	84.719	-0.022	0.061
52	C4	97	84.977	-0.031	0.055
52	C4	98	85.236	-0.036	0.047
52	C4	99	85.494	-0.040	0.038
52	C4	100	85.753	-0.042	0.029
52	C4	101	86.011	-0.042	0.021
52	C4	102	86.270	-0.044	0.015
52	C4	103	86.529	-0.043	0.010
52	C4	104	86.787	-0.045	0.007
52	C4	105	87.046	-0.045	0.005
52	C4	106	87.304	-0.045	0.004
52	C4	107	87.563	-0.045	0.003
52	C4	108	87.821	-0.045	0.003
52	C4	109	88.080	-0.046	0.003
52	C4	110	88.338	-0.046	0.002
52	C4	111	88.597	-0.046	0.002
52	C4	112	88.855	-0.048	0.002
52	C4	113	89.114	-0.047	0.002
52	C4	114	89.372	-0.047	0.002
52	C4	115	89.631	-0.047	0.001
52	C4	116	89.889	-0.047	0.001
52	C4	117	90.148	-0.048	0.001
52	C4	118	90.406	-0.047	0.002
52	C4	119	90.665	-0.048	0.002
52	C4	120	90.923	-0.048	0.002
52	C4	121	91.182	-0.048	0.002
52	C4	122	91.440	-0.048	0.002
52	C4	123	91.699	-0.049	0.001
52	C4	124	91.957	-0.049	0.001
52	C4	125	92.216	-0.049	0.001
52	C4	126	92.474	-0.049	0.001
52	C4	127	92.733	-0.049	0.001
52	C4	128	92.991	-0.049	0.001
52	C4	129	93.250	-0.048	0.001
52	C4	130	93.508	-0.049	0.001
52	C4	131	93.767	-0.049	0.001
52	C4	132	94.025	-0.049	0.001
52	C4	133	94.284	-0.050	0.001
52	C4	134	94.542	-0.049	0.001
52	C4	135	94.801	-0.050	0.001
53	C5	1	60.160	4.414	0.307
53	C5	2	60.419	4.379	0.311
53	C5	3	60.677	4.365	0.314
53	C5	4	60.936	4.339	0.315
53	C5	5	61.194	4.300	0.314
53	C5	6	61.453	4.273	0.311
53	C5	7	61.711	4.249	0.307
53	C5	8	61.970	4.228	0.303
53	C5	9	62.228	4.204	0.300
53	C5	10	62.487	4.171	0.298
53	C5	11	62.745	4.150	0.298
53	C5	12	63.004	4.126	0.300
53	C5	13	63.262	4.102	0.303
53	C5	14	63.521	4.071	0.307
53	C5	15	63.779	4.047	0.312
53	C5	16	64.038	4.029	0.316
53	C5	17	64.296	3.990	0.320
53	C5	18	64.555	3.966	0.321
53	C5	19	64.813	3.942	0.319
53	C5	20	65.072	3.901	0.316
53	C5	21	65.330	3.875	0.311
53	C5	22	65.589	3.852	0.307
53	C5	23	65.847	3.836	0.305
53	C5	24	66.106	3.808	0.305
53	C5	25	66.365	3.781	0.307
53	C5	26	66.623	3.752	0.310
53	C5	27	66.882	3.731	0.314
53	C5	28	67.140	3.696	0.316
53	C5	29	67.399	3.672	0.318
53	C5	30	67.657	3.646	0.319
53	C5	31	67.916	3.612	0.319
53	C5	32	68.174	3.592	0.320
53	C5	33	68.433	3.558	0.322
53	C5	34	68.691	3.542	0.324
53	C5	35	68.950	3.507	0.326
53	C5	36	69.208	3.481	0.327
53	C5	37	69.467	3.461	0.325
53	C5	38	69.725	3.406	0.322
53	C5	39	69.984	3.390	0.316
53	C5	40	70.242	3.360	0.310
53	C5	41	70.501	3.346	0.307
53	C5	42	70.759	3.317	0.306
53	C5	43	71.018	3.287	0.307
53	C5	44	71.276	3.268	0.311
53	C5	45	71.535	3.239	0.316
53	C5	46	71.793	3.207	0.320
53	C5	47	72.052	3.179	0.323
53	C5	48	72.310	3.152	0.325
53	C5	49	72.569	3.120	0.326
53	C5	50	72.827	3.094	0.327
53	C5	51	73.086	3.066	0.328
53	C5	52	73.344	3.047	0.329
53	C5	53	73.603	3.012	0.331
53	C5	54	73.861	2.971	0.332
53	C5	55	74.120	2.964	0.334
53	C5	56	74.378	2.921	0.336
53	C5	57	74.637	2.892	0.340
53	C5	58	74.895	2.865	0.345
53	C5	59	75.154	2.846	0.354
53	C5	60	75.412	2.811	0.365
53	C5	61	75.671	2.778	0.379
53	C5	62	75.929	2.743	0.394
53	C5	63	76.188	2.703	0.413
53	C5	64	76.447	2.680	0.435
53	C5	65	76.705	2.640	0.462
53	C5	66	76.964	2.600	0.495
53	C5	67	77.222	2.556	0.536
53	C5	68	77.481	2.508	0.587
53	C5	69	77.739	2.464	0.649
53	C5	70	77.998	2.411	0.724
53	C5	71	78.256	2.353	0.815
53	C5	72	78.515	2.270	0.921
53	C5	73	78.773	2.203	1.042
53	C5	74	79.032	2.107	1.176
53	C5	75	79.290	2.000	1.320
53	C5	76	79.549	1.881	1.466
53	C5	77	79.807	1.753	1.602
53	C5	78	80.066	1.597	1.712
53	C5	79	80.324	1.430	1.775
53	C5	80	80.583	1.234	1.773
53	C5	81	80.841	1.014	1.697
53	C5	82	81.100	0.813	1.547
53	C5	83	81.358	0.673	1.343
53	C5	84	81.617	0.593	1.112
53	C5	85	81.875	0.550	0.885
53	C5	86	82.134	0.524	0.691
53	C5	87	82.392	0.504	0.546
53	C5	88	82.651	0.486	0.458
53	C5	89	82.909	0.463	0.421
53	C5	90	83.168	0.441	0.428
53	C5	91	83.426	0.414	0.464
53	C5	92	83.685	0.377	0.513
53	C5	93	83.943	0.324	0.561
53	C5	94	84.202	0.254	0.591
53	C5	95	84.460	0.173	0.593
53	C5	96	84.719	0.093	0.562
53	C5	97	84.977	0.033	0.501
53	C5	98	85.236	-0.001	0.420
53	C5	99	85.494	-0.019	0.329
53	C5	100	85.753	-0.028	0.243
53	C5	101	86.011	-0.032	0.168
53	C5	102	86.270	-0.034	0.110
53	C5	103	86.529	-0.036	0.068
53	C5	104	86.787	-0.036	0.041
53	C5	105	87.046	-0.036	0.024
53	C5	106	87.304	-0.038	0.014
53	C5	107	87.563	-0.037	0.008
53	C5	108	87.821	-0.038	0.006
53	C5	109	88.080	-0.038	0.004
53	C5	110	88.338	-0.038	0.003
53	C5	111	88.597	-0.038	0.003
53	C5	112	88.855	-0.038	0.002
53	C5	113	89.114	-0.038	0.002
53	C5	114	89.372	-0.039	0.002
53	C5	115	89.631	-0.039	0.002
53	C5	116	89.889	-0.039	0.002
53	C5	117	90.148	-0.039	0.002
53	C5	118	90.406	-0.039	0.002
53	C5	119	90.665	-0.041	0.002
53	C5	120	90.923	-0.040	0.002
53	C5	121	91.182	-0.040	0.002
53	C5	122	91.440	-0.040	0.002
53	C5	123	91.699	-0.040	0.002
53	C5	124	91.957	-0.041	0.002
53	C5	125	92.216	-0.040	0.002
53	C5	126	92.474	-0.041	0.002
53	C5	127	92.733	-0.041	0.002
53	C5	128	92.991	-0.041	0.001
53	C5	129	93.250	-0.041	0.001
53	C5	130	93.508	-0.041	0.001
53	C5	131	93.767	-0.042	0.001
53	C5	132	94.025	-0.042	0.001
53	C5	133	94.284	-0.042	0.000
53	C5	134	94.542	-0.041	0.000
53	C5	135	94.801	-0.041	0.000
54	C6	1	60.160	4.336	0.292
54	C6	2	60.419	4.311	0.295
54	C6	3	60.677	4.274	0.296
54	C6	4	60.936	4.248	0.294
54	C6	5	61.194	4.228	0.292
54	C6	6	61.453	4.195	0.289
54	C6	7	61.711	4.179	0.288
54	C6	8	61.970	4.151	0.289
54	C6	9	62.228	4.124	0.292
54	C6	10	62.487	4.118	0.294
54	C6	11	62.745	4.068	0.295
54	C6	12	63.004	4.034	0.294
54	C6	13	63.262	4.013	0.291
54	C6	14	63.521	3.993	0.288
54	C6	15	63.779	3.965	0.286
54	C6	16	64.038	3.944	0.286
54	C6	17	64.296	3.928	0.288
54	C6	18	64.555	3.890	0.290
54	C6	19	64.813	3.872	0.292
54	C6	20	65.072	3.832	0.293
54	C6	21	65.330	3.810	0.292
54	C6	22	65.589	3.785	0.291
54	C6	23	65.847	3.764	0.290
54	C6	24	66.106	3.733	0.290
54	C6	25	66.365	3.718	0.292
54	C6	26	66.623	3.677	0.294
54	C6	27	66.882	3.660	0.297
54	C6	28	67.140	3.632	0.301
54	C6	29	67.399	3.602	0.304
54	C6	30	67.657	3.583	0.306
54	C6	31	67.916	3.547	0.307
54	C6	32	68.174	3.524	0.306
54	C6	33	68.433	3.479	0.303
54	C6	34	68.691	3.467	0.299
54	C6	35	68.950	3.441	0.295
54	C6	36	69.208	3.406	0.294
54	C6	37	69.467	3.394	0.294
54	C6	38	69.725	3.360	0.295
54	C6	39	69.984	3.337	0.298
54	C6	40	70.242	3.313	0.300
54	C6	41	70.501	3.278	0.302
54	C6	42	70.759	3.251	0.301
54	C6	43	71.018	3.216	0.300
54	C6	44	71.276	3.203	0.298
54	C6	45	71.535	3.172	0.296
54	C6	46	71.793	3.145	0.294
54	C6	47	72.052	3.107	0.294
54	C6	48	72.310	3.095	0.296
54	C6	49	72.569	3.076	0.299
54	C6	50	72.827	3.040	0.303
54	C6	51	73.086	3.004	0.307
54	C6	52	73.344	2.988	0.310
54	C6	53	73.603	2.955	0.312
54	C6	54	73.861	2.927	0.314
54	C6	55	74.120	2.897	0.315
54	C6	56	74.378	2.871	0.315
54	C6	57	74.637	2.833	0.317
54	C6	58	74.895	2.817	0.320
54	C6	59	75.154	2.791	0.328
54	C6	60	75.412	2.753	0.339
54	C6	61	75.671	2.732	0.355
54	C6	62	75.929	2.703	0.375
54	C6	63	76.188	2.660	0.397
54	C6	64	76.447	2.628	0.423
54	C6	65	76.705	2.585	0.451
54	C6	66	76.964	2.546	0.484
54	C6	67	77.222	2.510	0.522
54	C6	68	77.481	2.449	0.568
54	C6	69	77.739	2.406	0.625
54	C6	70	77.998	2.356	0.696
54	C6	71	78.256	2.297	0.783
54	C6	72	78.515	2.222	0.886
54	C6	73	78.773	2.152	1.005
54	C6	74	79.032	2.050	1.140
54	C6	75	79.290	1.948	1.284
54	C6	76	79.549	1.825	1.431
54	C6	77	79.807	1.693	1.569
54	C6	78	80.066	1.531	1.680
54	C6	79	80.324	1.363	1.745
54	C6	80	80.583	1.160	1.746
54	C6	81	80.841	0.934	1.673
54	C6	82	81.100	0.731	1.527
54	C6	83	81.358	0.581	1.326
54	C6	84	81.617	0.495	1.095
54	C6	85	81.875	0.449	0.867
54	C6	86	82.134	0.424	0.669
54	C6	87	82.392	0.405	0.517
54	C6	88	82.651	0.390	0.418
54	C6	89	82.909	0.370	0.370
54	C6	90	83.168	0.351	0.362
54	C6	91	83.426	0.327	0.383
54	C6	92	83.685	0.295	0.417
54	C6	93	83.943	0.252	0.451
54	C6	94	84.202	0.193	0.472
54	C6	95	84.460	0.123	0.470
54	C6	96	84.719	0.058	0.443
54	C6	97	84.977	0.011	0.392
54	C6	98	85.236	-0.017	0.326
54	C6	99	85.494	-0.029	0.254
54	C6	100	85.753	-0.035	0.185
54	C6	101	86.011	-0.040	0.127
54	C6	102	86.270	-0.041	0.083
54	C6	103	86.529	-0.042	0.051
54	C6	104	86.787	-0.042	0.030
54	C6	105	87.046	-0.042	0.018
54	C6	106	87.304	-0.043	0.011
54	C6	107	87.563	-0.044	0.007
54	C6	108	87.821	-0.044	0.005
54	C6	109	88.080	-0.045	0.004
54	C6	110	88.338	-0.044	0.003
54	C6	111	88.597	-0.044	0.003
54	C6	112	88.855	-0.045	0.003
54	C6	113	89.114	-0.045	0.003
54	C6	114	89.372	-0.044	0.002
54	C6	115	89.631	-0.046	0.002
54	C6	116	89.889	-0.046	0.002
54	C6	117	90.148	-0.046	0.002
54	C6	118	90.406	-0.046	0.002
54	C6	119	90.665	-0.046	0.002
54	C6	120	90.923	-0.047	0.001
54	C6	121	91.182	-0.046	0.001
54	C6	122	91.440	-0.046	0.001
54	C6	123	91.699	-0.046	0.001
54	C6	124	91.957	-0.046	0.001
54	C6	125	92.216	-0.047	0.002
54	C6	126	92.474	-0.047	0.002
54	C6	127	92.733	-0.047	0.002
54	C6	128	92.991	-0.047	0.002
54	C6	129	93.250	-0.046	0.002
54	C6	130	93.508	-0.048	0.001
54	C6	131	93.767	-0.048	0.001
54	C6	132	94.025	-0.047	0.001
54	C6	133	94.284	-0.048	0.001
54	C6	134	94.542	-0.048	0.001
54	C6	135	94.801	-0.048	0.001
55	C7	1	60.160	4.394	0.230
55	C7	2	60.419	4.366	0.230
55	C7	3	60.677	4.340	0.229
55	C7	4	60.936	4.312	0.227
55	C7	5	61.194	4.301	0.226
55	C7	6	61.453	4.265	0.225
55	C7	7	61.711	4.251	0.225
55	C7	8	61.970	4.217	0.226
55	C7	9	62.228	4.181	0.228
55	C7	10	62.487	4.177	0.230
55	C7	11	62.745	4.147	0.232
55	C7	12	63.004	4.108	0.234
55	C7	13	63.262	4.080	0.235
55	C7	14	63.521	4.069	0.235
55	C7	15	63.779	4.026	0.234
55	C7	16	64.038	4.011	0.233
55	C7	17	64.296	3.980	0.231
55	C7	18	64.555	3.947	0.228
55	C7	19	64.813	3.928	0.226
55	C7	20	65.072	3.901	0.225
55	C7	21	65.330	3.886	0.224
55	C7	22	65.589	3.850	0.224
55	C7	23	65.847	3.825	0.225
55	C7	24	66.106	3.809	0.228
55	C7	25	66.365	3.774	0.231
55	C7	26	66.623	3.752	0.234
55	C7	27	66.882	3.733	0.237
55	C7	28	67.140	3.692	0.240
55	C7	29	67.399	3.669	0.241
55	C7	30	67.657	3.636	0.242
55	C7	31	67.916	3.619	0.242
55	C7	32	68.174	3.583	0.242
55	C7	33	68.433	3.566	0.241
55	C7	34	68.691	3.525	0.239
55	C7	35	68.950	3.497	0.238
55	C7	36	69.208	3.485	0.237
55	C7	37	69.467	3.445	0.236
55	C7	38	69.725	3.427	0.236
55	C7	39	69.984	3.398	0.236
55	C7	40	70.242	3.370	0.236
55	C7	41	70.501	3.347	0.235
55	C7	42	70.759	3.307	0.233
55	C7	43	71.018	3.289	0.231
55	C7	44	71.276	3.265	0.229
55	C7	45	71.535	3.233	0.228
55	C7	46	71.793	3.209	0.228
55	C7	47	72.052	3.192	0.229
55	C7	48	72.310	3.163	0.231
55	C7	49	72.569	3.129	0.234
55	C7	50	72.827	3.109	0.237
55	C7	51	73.086	3.081	0.239
55	C7	52	73.344	3.047	0.240
55	C7	53	73.603	3.023	0.241
55	C7	54	73.861	2.999	0.241
55	C7	55	74.120	2.968	0.241
55	C7	56	74.378	2.944	0.240
55	C7	57	74.637	2.904	0.240
55	C7	58	74.895	2.888	0.240
55	C7	59	75.154	2.861	0.241
55	C7	60	75.412	2.833	0.244
55	C7	61	75.671	2.803	0.248
55	C7	62	75.929	2.779	0.254
55	C7	63	76.188	2.754	0.263
55	C7	64	76.447	2.715	0.274
55	C7	65	76.705	2.687	0.289
55	C7	66	76.964	2.659	0.307
55	C7	67	77.222	2.621	0.332
55	C7	68	77.481	2.585	0.365
55	C7	69	77.739	2.554	0.408
55	C7	70	77.998	2.502	0.464
55	C7	71	78.256	2.453	0.535
55	C7	72	78.515	2.394	0.623
55	C7	73	78.773	2.336	0.731
55	C7	74	79.032	2.246	0.861
55	C7	75	79.290	2.152	1.013
55	C7	76	79.549	2.039	1.182
55	C7	77	79.807	1.903	1.359
55	C7	78	80.066	1.751	1.528
55	C7	79	80.324	1.534	1.666
55	C7	80	80.583	1.295	1.751
55	C7	81	80.841	1.018	1.760
55	C7	82	81.100	0.739	1.685
55	C7	83	81.358	0.488	1.530
55	C7	84	81.617	0.301	1.313
55	C7	85	81.875	0.185	1.064
55	C7	86	82.134	0.128	0.812
55	C7	87	82.392	0.104	0.587
55	C7	88	82.651	0.092	0.403
55	C7	89	82.909	0.086	0.268
55	C7	90	83.168	0.080	0.176
55	C7	91	83.426	0.074	0.121
55	C7	92	83.685	0.070	0.092
55	C7	93	83.943	0.064	0.079
55	C7	94	84.202	0.056	0.074
55	C7	95	84.460	0.046	0.073
55	C7	96	84.719	0.035	0.072
55	C7	97	84.977	0.023	0.069
55	C7	98	85.236	0.013	0.064
55	C7	99	85.494	0.005	0.055
55	C7	100	85.753	0.001	0.046
55	C7	101	86.011	-0.002	0.036
55	C7	102	86.270	-0.003	0.027
55	C7	103	86.529	-0.004	0.020
55	C7	104	86.787	-0.005	0.014
55	C7	105	87.046	-0.006	0.010
55	C7	106	87.304	-0.006	0.007
55	C7	107	87.563	-0.008	0.006
55	C7	108	87.821	-0.007	0.005
55	C7	109	88.080	-0.008	0.004
55	C7	110	88.338	-0.008	0.004
55	C7	111	88.597	-0.008	0.004
55	C7	112	88.855	-0.009	0.004
55	C7	113	89.114	-0.009	0.003
55	C7	114	89.372	-0.009	0.003
55	C7	115	89.631	-0.011	0.003
55	C7	116	89.889	-0.010	0.003
55	C7	117	90.148	-0.010	0.002
55	C7	118	90.406	-0.011	0.002
55	C7	119	90.665	-0.012	0.002
55	C7	120	90.923	-0.011	0.002
55	C7	121	91.182	-0.011	0.002
55	C7	122	91.440	-0.012	0.002
55	C7	123	91.699	-0.012	0.002
55	C7	124	91.957	-0.012	0.002
55	C7	125	92.216	-0.013	0.002
55	C7	126	92.474	-0.013	0.002
55	C7	127	92.733	-0.013	0.002
55	C7	128	92.991	-0.014	0.002
55	C7	129	93.250	-0.014	0.002
55	C7	130	93.508	-0.013	0.002
55	C7	131	93.767	-0.014	0.001
55	C7	132	94.025	-0.014	0.001
55	C7	133	94.284	-0.013	0.001
55	C7	134	94.542	-0.015	0.001
55	C7	135	94.801	-0.014	0.001
56	C8	1	60.160	4.354	0.215
56	C8	2	60.419	4.326	0.215
56	C8	3	60.677	4.307	0.215
56	C8	4	60.936	4.288	0.215
56	C8	5	61.194	4.273	0.216
56	C8	6	61.453	4.235	0.215
56	C8	7	61.711	4.212	0.215
56	C8	8	61.970	4.182	0.214
56	C8	9	62.228	4.163	0.214
56	C8	10	62.487	4.139	0.215
56	C8	11	62.745	4.125	0.216
56	C8	12	63.004	4.082	0.218
56	C8	13	63.262	4.072	0.221
56	C8	14	63.521	4.039	0.223
56	C8	15	63.779	4.014	0.225
56	C8	16	64.038	3.989	0.227
56	C8	17	64.296	3.954	0.229
56	C8	18	64.555	3.950	0.230
56	C8	19	64.813	3.906	0.230
56	C8	20	65.072	3.877	0.230
56	C8	21	65.330	3.858	0.229
56	C8	22	65.589	3.829	0.229
56	C8	23	65.847	3.801	0.229
56	C8	24	66.106	3.781	0.229
56	C8	25	66.365	3.757	0.230
56	C8	26	66.623	3.728	0.230
56	C8	27	66.882	3.694	0.231
56	C8	28	67.140	3.660	0.231
56	C8	29	67.399	3.657	0.232
56	C8	30	67.657	3.627	0.233
56	C8	31	67.916	3.590	0.234
56	C8	32	68.174	3.561	0.234
56	C8	33	68.433	3.539	0.234
56	C8	34	68.691	3.508	0.233
56	C8	35	68.950	3.492	0.232
56	C8	36	69.208	3.459	0.231
56	C8	37	69.467	3.424	0.230
56	C8	38	69.725	3.404	0.231
56	C8	39	69.984	3.379	0.232
56	C8	40	70.242	3.354	0.235
56	C8	41	70.501	3.337	0.238
56	C8	42	70.759	3.301	0.240
56	C8	43	71.018	3.263	0.241
56	C8	44	71.276	3.235	0.241
