"","target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"603","NODE_1139_length_1242_cov_60.2755_g1028_i0",1,1,-0.111926813344436,1.79780396314444,2,3.80890494742719,0.163436723922222,1.05375500221465,-0.89031827829243,0.638258178459234,0.638258178459234
"604","NODE_1139_length_866_cov_8.09494_g1033_i0",0.748494608090062,1,0.579382557537784,30.8063333029476,2,1.56702774527089,2.80057575481342,1.60471773899072,1.1958580158227,1.67701227224028,1.67701227224028
"605","NODE_114_length_4158_cov_15.8199_g109_i0",1,1,-0.0899345375662151,0.347622324442547,2,4.81509937336487,0.0316020294947768,1.12476498168283,-1.09316295218805,0.145366367310251,0.145366367310251
"606","NODE_114_length_4476_cov_66.5863_g98_i0",1,1,-0.132737994773805,99.3486497559059,2,3.27091586561181,9.03169543235508,2.96673603281915,6.06495939953594,1.19107603607548,6.06495939953594
"607","NODE_114_length_4716_cov_4343.1_g106_i0",0.846559859935168,1,0.333148730556154,35.4658717818031,2,0.976253484525854,3.22417016198209,0.990349742436319,2.23382041954578,1.33888759469114,2.23382041954578
"608","NODE_1140_length_1240_cov_58.8928_g1029_i0",0.280036974637417,1,2.54566726450906,42.7874121029113,2,1.88694309397819,3.8897647366283,2.59533623554346,1.29442850108484,1.77678932035535,1.77678932035535
"609","NODE_1140_length_877_cov_177.569_g1056_i0",0.517473259709663,1,1.31759485447256,4.39557329622421,2,3.02359130561916,0.399597572384019,0.653834560581485,-0.254236988197466,1.42402817246187,1.42402817246187
"610","NODE_1141_length_1085_cov_248.889_g1058_i0",0.99742646932143,1,0.00515369580237035,13.9748804854659,2,3.27312226166642,1.2704436804969,2.39657954952603,-1.12613586902913,1.18896736508492,1.18896736508492
"611","NODE_1141_length_921_cov_10.985_g1062_i0",1,1,-0.0823212935985183,31.4041450423299,2,1.17147898981701,2.85492227657545,1.10218599932328,1.75273627725217,1.46687499155224,1.75273627725217
"612","NODE_1142_length_1069_cov_2065.88_g980_i0",0.775565338969302,1,0.508326091849277,3.8255347964966,2,1.7157863933158,0.3477758905906,0.550786266278812,-0.203010375688212,1.73128713726531,1.73128713726531
"613","NODE_1142_length_1135_cov_6.79815_g1046_i0",0.32846891857089,1,2.22662612351285,22.3288094491331,2,1.19006232946734,2.02989176810301,1.4425967597676,0.587295008335404,1.47832555876106,1.47832555876106
"614","NODE_1142_length_1174_cov_7.9294_g998_i0",1,1,-0.0318121029892779,26.5377149208675,2,1.33363437498925,2.41251953826068,1.24612588478702,1.16639365347366,1.56210865916314,1.56210865916314
"615","NODE_1143_length_1084_cov_7.52672_g1060_i0",0.292707305710862,1,2.45716425174598,18.1204167863396,2,1.89389245687355,1.64731061693997,1.65834560162777,-0.0110349846877993,1.77826174333018,1.77826174333018
"616","NODE_1143_length_1134_cov_11.9527_g1047_i0",0.69420842731321,1,0.729966072047944,29.7891862228523,2,1.08307063845136,2.70810783844112,0.904917537151107,1.80319030129001,1.41060278255551,1.80319030129001
"617","NODE_1144_length_1082_cov_419.427_g1061_i0",0.672395090656237,1,0.79381835739888,0.569234357003071,2,6.01690911354053,0.0517485779093699,0.0161744221251,0.0355741557842701,0.0258611897934441,0.0355741557842701
"618","NODE_1144_length_875_cov_11.2549_g1060_i0",0.895996350047275,1,0.21963787924691,9.17355948251631,2,3.09514441387352,0.833959952956028,1.18958696053828,-0.355627007582249,1.35810094714953,1.35810094714953
"619","NODE_1145_length_1081_cov_4947.74_g1030_i0",1,1,-0.0735375114811596,0.482453050856115,2,4.9525768424132,0.0438593682596468,0.335106192168921,-0.291246823909274,0.116047606515484,0.116047606515484
"620","NODE_1145_length_1168_cov_5257.3_g1001_i0",1,1,-0.625240596724399,0.478194616076777,2,4.09204168319705,0.0434722378251615,0.0768926216176579,-0.0334203837924964,0.422393051085409,0.422393051085409
"621","NODE_1145_length_1236_cov_216.591_g1034_i0",0.606194518455712,1,1.00110871373525,23.7352585207797,2,5.28665511337445,2.15775077461633,2.02216273472769,0.135588039888642,0.0673938172089783,0.135588039888642
"622","NODE_1145_length_857_cov_12.8554_g1039_i0",0.908487009972067,1,0.191949379145541,24.083860747453,2,2.84003391479481,2.18944188613209,1.57174277908719,0.617699107044893,1.57993103126343,1.57993103126343
"623","NODE_1145_length_874_cov_472.998_g1061_i0",0.693295293809904,1,0.732598522314519,0.515944148650704,2,6.57349064216605,0.0469040135137003,0.050501513869921,-0.00359750035622063,0.0151303528026279,0.0151303528026279
"624","NODE_1146_length_1065_cov_2940.15_g984_i0",0.251341208431112,1,2.76188773370576,0.169849506552486,2,6.1344933120517,0.0154408642320442,0.00785035326412067,0.00759051096792353,0.0227272580549123,0.0227272580549123
"625","NODE_1146_length_1236_cov_39.7782_g1035_i0",0.768726392544797,1,0.526040338435507,52.5626583399914,2,1.38095111350476,4.77842348545376,1.26914552282616,3.5092779626276,1.58780618204258,3.5092779626276
"626","NODE_1147_length_1166_cov_5259.75_g1003_i0",0.951461594629886,1,0.099511912069822,2.02782279611469,2,3.44754790930457,0.184347526919518,0.208263937873187,-0.0239164109536692,1.01050129068584,1.01050129068584
"627","NODE_1147_length_1235_cov_2353_g1036_i0",0.0288517247303646,1,7.09117101026665,1.57041182618595,2,5.68006679306828,0.142764711471451,0.0267850152613,0.11597969621015,0.0387905182144142,0.11597969621015
"628","NODE_1148_length_1080_cov_443.146_g1064_i0",0.467635211314608,1,1.5201335000134,27.4702940147016,2,2.58849390785449,2.49729945588197,1.33726039074618,1.16003906513578,1.73813649826114,1.73813649826114
"629","NODE_1148_length_1234_cov_164.303_g1037_i0",0.182618396372058,1,3.40071313812192,0.149462330979227,2,6.29044547856627,0.0135874846344752,0.00352282406549479,0.0100646605689804,0.0193818384070817,0.0193818384070817
"630","NODE_1149_length_994_cov_26.5474_g1052_i0",0.504502345236798,1,1.36836558112681,37.0606414769727,2,3.0951556063519,3.36914922517934,2.24473181460175,1.12441741057759,1.35809049014714,1.35809049014714
